split,machine,config,auc_source,auc_target,pauc,balance_ks,uniform_ks,separability
eval,ToyPet,ratio-hard-k4,72.66,61.7,57.58,0.8816,,0.55
eval,ToyPet,zscore-hard-k4,72.92,62.46,57.58,0.8875,,0.55
eval,ToyRCCar,raw-k1,63.42,56.64,52.26,0.4529,,0.599
eval,ToyRCCar,conf-soft-m0-k1,61.04,58.62,52.42,0.3889,0.2215,0.599
eval,ToyRCCar,conf-soft-m10-k1,62.24,57.72,52.37,0.4301,0.2462,0.599
eval,ToyRCCar,conf-soft-m30-k1,62.9,57.12,52.32,0.4426,0.2553,0.599
eval,ToyRCCar,conf-soft-m100-k1,63.18,56.8,52.21,0.4483,0.26,0.599
eval,ToyRCCar,conf-soft-m300-k1,63.28,56.78,52.21,0.4507,0.2614,0.599
eval,ToyRCCar,ratio-soft-k1,62.02,58.62,52.58,0.364,,0.599
eval,ToyRCCar,zscore-soft-k1,61.66,60.28,52.11,0.3453,,0.599
eval,ToyRCCar,conf-hard-m0-k1,62.28,58.34,52.26,0.4442,0.2533,0.599
eval,ToyRCCar,conf-hard-m10-k1,62.86,57.16,52.26,0.4533,0.2633,0.599
eval,ToyRCCar,conf-hard-m30-k1,63.22,57.0,52.26,0.4529,0.2633,0.599
eval,ToyRCCar,conf-hard-m100-k1,63.36,56.72,52.26,0.4529,0.2631,0.599
eval,ToyRCCar,conf-hard-m300-k1,63.42,56.72,52.26,0.4529,0.2628,0.599
eval,ToyRCCar,ratio-hard-k1,62.52,57.9,52.26,0.4444,,0.599
eval,ToyRCCar,zscore-hard-k1,62.18,58.78,52.26,0.4289,,0.599
eval,ToyRCCar,raw-k2,64.58,56.54,52.74,0.4646,,0.599
eval,ToyRCCar,conf-soft-m0-k2,62.54,59.12,52.84,0.3903,0.2246,0.599
eval,ToyRCCar,conf-soft-m10-k2,63.66,57.66,52.74,0.4347,0.2469,0.599
eval,ToyRCCar,conf-soft-m30-k2,64.08,57.16,52.79,0.4503,0.2559,0.599
eval,ToyRCCar,conf-soft-m100-k2,64.48,56.68,52.74,0.4586,0.2616,0.599
eval,ToyRCCar,conf-soft-m300-k2,64.58,56.6,52.74,0.4618,0.2635,0.599
eval,ToyRCCar,ratio-soft-k2,62.62,59.08,52.79,0.3513,,0.599
eval,ToyRCCar,zscore-soft-k2,62.56,59.88,52.68,0.3515,,0.599
eval,ToyRCCar,conf-hard-m0-k2,63.14,58.44,52.74,0.4432,0.2523,0.599
eval,ToyRCCar,conf-hard-m10-k2,64.0,57.48,52.74,0.4604,0.2649,0.599
eval,ToyRCCar,conf-hard-m30-k2,64.3,57.14,52.74,0.4632,0.2656,0.599
eval,ToyRCCar,conf-hard-m100-k2,64.52,56.72,52.74,0.4632,0.2653,0.599
eval,ToyRCCar,conf-hard-m300-k2,64.56,56.58,52.74,0.4632,0.265,0.599
eval,ToyRCCar,ratio-hard-k2,62.98,58.24,52.74,0.4497,,0.599
eval,ToyRCCar,zscore-hard-k2,62.7,58.74,52.74,0.4261,,0.599
eval,ToyRCCar,raw-k4,65.48,56.02,53.05,0.463,,0.599
eval,ToyRCCar,conf-soft-m0-k4,63.7,59.04,53.37,0.3848,0.2189,0.599
eval,ToyRCCar,conf-soft-m10-k4,64.84,57.48,53.16,0.4335,0.244,0.599
eval,ToyRCCar,conf-soft-m30-k4,65.28,56.92,53.11,0.4527,0.2531,0.599
eval,ToyRCCar,conf-soft-m100-k4,65.42,56.34,53.16,0.4592,0.2587,0.599
eval,ToyRCCar,conf-soft-m300-k4,65.46,56.2,53.0,0.4612,0.2606,0.599
eval,ToyRCCar,ratio-soft-k4,64.08,58.96,53.11,0.3451,,0.599
eval,ToyRCCar,zscore-soft-k4,63.38,59.42,53.11,0.3483,,0.599
eval,ToyRCCar,conf-hard-m0-k4,64.02,57.9,53.05,0.4406,0.2485,0.599
eval,ToyRCCar,conf-hard-m10-k4,64.72,57.16,53.05,0.4503,0.2574,0.599
eval,ToyRCCar,conf-hard-m30-k4,65.12,56.78,53.05,0.4566,0.2602,0.599
eval,ToyRCCar,conf-hard-m100-k4,65.42,56.32,53.05,0.4626,0.2613,0.599
eval,ToyRCCar,conf-hard-m300-k4,65.46,56.2,53.05,0.4626,0.2616,0.599
eval,ToyRCCar,ratio-hard-k4,63.72,57.72,53.05,0.4444,,0.599
eval,ToyRCCar,zscore-hard-k4,63.48,58.14,53.05,0.4287,,0.599
